Policy_ID,Customer_ID,Policy_Type,Premium,Coverage,Start_Date,End_Date,Policy_Status
P001140,C06310,Health,43652.82,1479775,2026-04-27,2027-04-27,Active
P001141,C08612,Health,18201.21,1432907,2026-07-25,2027-07-25,Expired
P001142,C05013,Life,195886.73,8659527,2021-01-16,2022-01-16,Active
P001143,C07751,Life,222992.35,9782198,2023-12-21,2024-12-21,Active
P001144,C05980,Health,31399.97,1510096,2024-11-02,2025-11-02,Expired
P001145,C04049,Vehicle,12470.76,683551,2024-10-22,2025-10-22,Active
P001146,C04900,Life,257282.74,9779789,2025-01-27,2026-01-27,Expired
P001147,C01319,Life,183664.53,8871835,2026-02-10,2027-02-10,Active
P001148,C09773,Life,143991.58,9003857,2019-03-14,2020-03-14,Active
P001149,C09138,Health,25621.89,1752007,2024-09-01,2025-09-01,Active
P001150,C07143,Health,37690.79,1363472,2023-01-13,2024-01-13,Active
P001151,C01898,Health,49468.21,1999333,2026-03-04,2027-03-04,Active
P001152,C07466,Life,62694.54,5412076,2025-12-11,2026-12-11,Active
P001153,C00604,Life,87273.94,5561139,2026-06-12,2027-06-12,Active
P001154,C02847,Vehicle,10085.55,732961,2026-05-26,2027-05-26,Active
P001155,C08208,Health,16631.24,731434,2025-10-26,2026-10-26,Active
P001156,C00394,Life,127300.51,9254323,2026-05-22,2027-05-22,Active
P001157,C04437,Life,104168.44,9975319,2023-11-15,2024-11-15,Expired
P001158,C09448,Life,75288.9,3097809,2024-10-02,2025-10-02,Active
P001159,C07235,Life,36319.52,3528052,2021-10-30,2022-10-30,Active
P001160,C05399,Vehicle,24644.64,822605,2026-01-25,2027-01-25,Active
P001161,C00096,Health,13839.26,1192581,2026-07-21,2027-07-21,Active
P001162,C01663,Vehicle,14783.52,579449,2025-07-12,2026-07-12,Active
P001163,C08971,Vehicle,13999.64,501528,2024-03-04,2025-03-04,Active
P001164,C05131,Life,15072.02,1211652,2026-07-31,2027-07-31,Active
P001165,C01489,Health,21353.24,1428956,2024-08-26,2025-08-26,Expired
P001166,C08317,Life,52617.09,2576392,2026-02-17,2027-02-17,Expired
P001167,C02708,Life,179134.13,6236326,2026-03-24,2027-03-24,Active
P001168,C01596,Health,33742.67,1652552,2026-01-07,2027-01-07,Active
P001169,C09278,Life,74582.28,4334029,2022-11-02,2023-11-02,Active
P001170,C02378,Vehicle,6158.77,418414,2023-01-10,2024-01-10,Active
P001171,C05141,Life,122184.38,5632190,2025-12-26,2026-12-26,Active
P001172,C06148,Life,36854.59,1704531,2021-08-09,2022-08-09,Active
P001173,C08242,Life,62746.51,3600333,2022-05-03,2023-05-03,Active
P001174,C03949,Vehicle,9388.91,395841,2026-02-12,2027-02-12,Active
P001175,C03934,Health,20285.06,1810997,2025-06-08,2026-06-08,Active
P001176,C04798,Life,258254.89,9998515,2024-07-25,2025-07-25,Active
P001177,C04373,Health,43062.32,1670945,2025-10-23,2026-10-23,Active
P001178,C09863,Health,35024.04,1420060,2024-06-26,2025-06-26,Active
P001179,C08243,Vehicle,6625.28,441276,2025-10-06,2026-10-06,Active
P001180,C03449,Health,26580.96,1672359,2026-06-24,2027-06-24,Active
P001181,C02944,Vehicle,10346.29,495692,2019-08-14,2020-08-14,Active
P001182,C02466,Life,41984.41,3690116,2023-03-03,2024-03-03,Active
P001183,C08583,Health,21921.28,1052283,2024-03-29,2025-03-29,Active
P001184,C05507,Health,27444.97,1561070,2026-02-07,2027-02-07,Active
P001185,C02699,Life,181402.8,7108168,2023-01-07,2024-01-07,Active
P001186,C02448,Health,55180.95,1880532,2023-12-16,2024-12-16,Expired
P001187,C00020,Vehicle,20801.53,821718,2025-07-26,2026-07-26,Active
P001188,C02749,Life,179701.02,7875379,2023-09-12,2024-09-12,Active
P001189,C05400,Life,23042.04,2118702,2024-10-20,2025-10-20,Expired
P001190,C08079,Life,21409.0,1524686,2023-01-22,2024-01-22,Active
P001191,C06872,Health,38762.45,1697499,2022-05-30,2023-05-30,Active
P001192,C04709,Life,58136.48,5293936,2026-02-23,2027-02-23,Active
P001193,C09477,Life,34884.22,1219548,2025-05-09,2026-05-09,Active
P001194,C00810,Life,45333.28,2341452,2025-10-19,2026-10-19,Active
P001195,C07478,Life,210956.72,7978536,2024-07-11,2025-07-11,Active
P001196,C02274,Health,27474.43,1793802,2026-07-22,2027-07-22,Active
P001197,C01924,Health,13146.11,1137334,2026-07-17,2027-07-17,Active
P001198,C01471,Vehicle,9951.88,406142,2025-07-22,2026-07-22,Active
P001199,C07935,Health,37101.12,1603504,2026-07-23,2027-07-23,Active
P001200,C07408,Health,41750.52,1671098,2026-01-22,2027-01-22,Active
P001201,C02407,Life,164561.16,7005628,2025-06-07,2026-06-07,Active
P001202,C01143,Health,9579.62,718318,2023-12-15,2024-12-15,Active
P001203,C01748,Life,154241.73,6662526,2024-06-25,2025-06-25,Active
P001204,C05710,Vehicle,18777.53,669438,2026-01-10,2027-01-10,Active
P001205,C04976,Vehicle,12586.25,689776,2023-03-22,2024-03-22,Active
P001206,C07301,Vehicle,14169.11,639162,2026-05-21,2027-05-21,Active
P001207,C08149,Life,90522.92,5262908,2025-11-30,2026-11-30,Active
P001208,C02834,Health,12273.19,500410,2025-10-21,2026-10-21,Expired
P001209,C03132,Health,20138.63,1585505,2024-10-11,2025-10-11,Expired
P001210,C01311,Life,67517.03,4722641,2026-01-25,2027-01-25,Active
P001211,C08651,Health,51477.14,1946445,2026-06-28,2027-06-28,Expired
P001212,C06775,Vehicle,25620.63,898388,2026-01-09,2027-01-09,Active
P001213,C06757,Vehicle,8830.31,672932,2019-04-17,2020-04-17,Active
P001214,C00621,Health,15011.53,1023987,2022-05-02,2023-05-02,Expired
P001215,C02702,Health,28617.52,1338437,2025-02-03,2026-02-03,Active
P001216,C02200,Life,166718.13,6447428,2024-05-27,2025-05-27,Active
P001217,C06197,Health,46819.29,1946185,2026-04-16,2027-04-16,Expired
P001218,C08825,Vehicle,15582.89,973452,2024-04-18,2025-04-18,Active
P001219,C01047,Life,59311.43,2316632,2024-07-19,2025-07-19,Expired
P001220,C05769,Health,25860.61,1410802,2023-09-08,2024-09-08,Expired
P001221,C09948,Health,24341.24,975461,2021-01-09,2022-01-09,Expired
P001222,C09020,Health,46737.09,1829357,2025-09-19,2026-09-19,Active
P001223,C00744,Vehicle,5623.49,343182,2026-04-06,2027-04-06,Active
P001224,C00223,Health,28303.2,1963326,2023-07-20,2024-07-20,Active
P001225,C03150,Health,38951.2,1323934,2024-10-01,2025-10-01,Active
P001226,C00626,Vehicle,5696.65,394458,2023-07-17,2024-07-17,Active
P001227,C09335,Health,12997.73,777220,2025-06-30,2026-06-30,Active
P001228,C07567,Life,117393.02,7697318,2021-07-01,2022-07-01,Active
P001229,C04583,Life,80450.36,3187332,2022-05-19,2023-05-19,Active
P001230,C05712,Life,175887.22,7632348,2024-01-27,2025-01-27,Active
P001231,C03285,Health,23871.31,1599427,2025-07-09,2026-07-09,Active
P001232,C07586,Vehicle,15143.82,639121,2026-06-16,2027-06-16,Active
P001233,C09647,Health,25255.95,1367344,2025-04-17,2026-04-17,Active
P001234,C01531,Health,40334.2,1745450,2024-07-20,2025-07-20,Active
P001235,C09686,Life,153307.75,6867267,2023-04-06,2024-04-06,Expired
P001236,C00354,Life,64824.79,3446428,2025-06-10,2026-06-10,Expired
P001237,C02475,Life,95403.06,7271672,2025-12-31,2026-12-31,Active
P001238,C08014,Health,9130.19,614374,2021-12-10,2022-12-10,Active
P001239,C06476,Health,11336.23,1103319,2022-09-04,2023-09-04,Active
P001240,C06450,Health,28045.0,1443847,2026-05-28,2027-05-28,Active
P001241,C00240,Health,13292.47,944334,2024-09-26,2025-09-26,Active
P001242,C02626,Life,204479.82,9103837,2023-08-01,2024-08-01,Expired
P001243,C09787,Life,22940.94,1308508,2026-07-27,2027-07-27,Expired
P001244,C07199,Life,70864.13,5285846,2023-11-01,2024-11-01,Active
P001245,C07693,Health,27703.91,1795966,2023-03-15,2024-03-15,Active
P001246,C02998,Health,11368.7,639665,2022-12-03,2023-12-03,Active
P001247,C06441,Health,32418.73,1884330,2022-05-18,2023-05-18,Active
P001248,C04563,Life,109452.77,7484783,2026-06-27,2027-06-27,Active
P001249,C08615,Health,19903.65,708884,2025-03-05,2026-03-05,Active
P001250,C01480,Life,34001.56,2476741,2026-02-17,2027-02-17,Active
P001251,C01019,Life,14686.84,1360516,2026-05-16,2027-05-16,Expired
P001252,C03095,Health,27292.7,1527463,2024-07-17,2025-07-17,Active
P001253,C06183,Health,21179.42,1238015,2025-08-10,2026-08-10,Active
P001254,C04961,Health,24070.85,1551200,2022-08-08,2023-08-08,Active
P001255,C08493,Health,36482.9,1311955,2022-06-05,2023-06-05,Expired
P001256,C01104,Vehicle,25559.4,881896,2024-06-03,2025-06-03,Active
P001257,C06082,Life,175642.42,7590872,2026-03-01,2027-03-01,Active
P001258,C09526,Vehicle,25867.13,942198,2022-04-17,2023-04-17,Active
P001259,C05191,Life,66014.43,3562705,2025-03-27,2026-03-27,Active
P001260,C04182,Vehicle,16070.99,770988,2026-05-25,2027-05-25,Active
P001261,C04468,Health,38725.52,1635301,2021-05-05,2022-05-05,Active
P001262,C01627,Life,275935.91,9787997,2026-07-20,2027-07-20,Active
P001263,C06718,Vehicle,10457.03,452203,2026-06-14,2027-06-14,Active
P001264,C03799,Vehicle,7847.75,371108,2026-04-01,2027-04-01,Expired
P001265,C03054,Health,31239.0,1166050,2026-04-14,2027-04-14,Active
P001266,C02868,Life,175185.33,6346688,2022-06-23,2023-06-23,Active
P001267,C01433,Life,210069.12,8432381,2023-08-02,2024-08-02,Expired
P001268,C07984,Life,72934.92,5593537,2025-10-04,2026-10-04,Active
P001269,C09347,Health,14011.68,554941,2026-02-26,2027-02-26,Active
P001270,C09420,Health,37579.48,1689175,2024-06-15,2025-06-15,Active
P001271,C04077,Life,24705.91,1437625,2025-03-01,2026-03-01,Active
P001272,C00218,Life,253817.27,9427608,2026-07-31,2027-07-31,Active
P001273,C03556,Life,110512.59,4086613,2021-05-09,2022-05-09,Active
P001274,C07937,Life,61622.25,4242361,2025-10-19,2026-10-19,Active
P001275,C08422,Vehicle,16908.35,582967,2026-06-06,2027-06-06,Active
P001276,C01035,Health,23278.22,925372,2024-01-12,2025-01-12,Active
P001277,C03774,Vehicle,20797.4,760623,2023-11-12,2024-11-12,Active
P001278,C04133,Life,240783.24,8676330,2022-12-18,2023-12-18,Active
P001279,C02336,Life,180141.16,7381619,2026-05-18,2027-05-18,Active
P001280,C06493,Vehicle,19682.29,899716,2026-06-18,2027-06-18,Active
P001281,C01483,Health,11855.15,580765,2021-03-25,2022-03-25,Active
P001282,C00907,Vehicle,9492.24,344476,2023-04-19,2024-04-19,Active
P001283,C06089,Life,35084.62,1658532,2024-02-10,2025-02-10,Active
P001284,C06467,Life,25207.68,1827040,2026-07-06,2027-07-06,Active
P001285,C05677,Vehicle,11532.38,599803,2026-02-22,2027-02-22,Active
P001286,C02771,Vehicle,8500.93,357196,2025-09-24,2026-09-24,Expired
P001287,C01806,Health,35307.49,1854973,2025-10-01,2026-10-01,Active
P001288,C07375,Life,58407.8,3270069,2024-03-25,2025-03-25,Active
P001289,C02115,Life,187785.01,8611499,2022-10-30,2023-10-30,Active
P001290,C04535,Life,101845.16,8628318,2026-02-04,2027-02-04,Active
P001291,C02532,Life,91411.32,3751363,2025-12-10,2026-12-10,Active
P001292,C08526,Life,193691.72,8539654,2024-12-15,2025-12-15,Active
P001293,C03471,Vehicle,18605.44,836521,2024-08-16,2025-08-16,Active
P001294,C01403,Life,44049.75,1736621,2026-02-28,2027-02-28,Expired
P001295,C00853,Health,51321.92,1883135,2025-01-24,2026-01-24,Active
P001296,C03083,Vehicle,6507.0,353802,2024-09-23,2025-09-23,Active
P001297,C08025,Health,22651.74,1435871,2024-04-29,2025-04-29,Active
P001298,C07566,Vehicle,5163.28,512705,2023-02-22,2024-02-22,Active
P001299,C05530,Life,253429.47,9348805,2026-02-14,2027-02-14,Active
P001300,C07855,Life,136935.45,9278999,2025-08-25,2026-08-25,Active
P001301,C04933,Vehicle,13752.77,730074,2026-07-14,2027-07-14,Active
P001302,C05160,Life,126890.99,5665960,2023-09-11,2024-09-11,Active
P001303,C09716,Vehicle,4811.62,351295,2023-08-11,2024-08-11,Active
P001304,C03847,Health,21793.19,804872,2025-09-01,2026-09-01,Active
P001305,C06484,Health,18714.58,1125877,2023-03-09,2024-03-09,Active
P001306,C00748,Health,11557.67,873813,2026-05-20,2027-05-20,Active
P001307,C03035,Life,116617.27,3976601,2026-05-29,2027-05-29,Active
P001308,C00348,Vehicle,4004.56,337581,2021-05-30,2022-05-30,Active
P001309,C03352,Life,194278.2,7357547,2026-07-07,2027-07-07,Active
P001310,C02865,Vehicle,5836.5,368079,2025-02-26,2026-02-26,Active
P001311,C02168,Life,92937.34,5603979,2024-08-31,2025-08-31,Active
P001312,C06955,Life,100247.04,4507293,2026-07-21,2027-07-21,Active
P001313,C06210,Health,37434.37,1819063,2025-10-31,2026-10-31,Active
P001314,C02778,Health,50711.33,1768311,2025-10-23,2026-10-23,Expired
P001315,C01442,Vehicle,25295.98,938419,2023-07-07,2024-07-07,Active
P001316,C05658,Life,197987.27,6936673,2026-07-05,2027-07-05,Active
P001317,C09658,Life,185612.43,9350710,2024-03-05,2025-03-05,Active
P001318,C03028,Life,173770.76,5873580,2025-10-18,2026-10-18,Active
P001319,C06118,Life,73715.12,2978465,2025-10-11,2026-10-11,Active
P001320,C02484,Life,145449.03,7956372,2019-08-20,2020-08-20,Active
P001321,C02883,Life,46655.25,4562439,2024-02-23,2025-02-23,Active
P001322,C05562,Health,10376.03,642262,2026-01-18,2027-01-18,Active
P001323,C00764,Vehicle,3761.95,306429,2025-07-13,2026-07-13,Active
P001324,C06482,Vehicle,20011.03,896557,2025-02-15,2026-02-15,Active
P001325,C01617,Health,31828.78,1193139,2026-03-06,2027-03-06,Expired
P001326,C01223,Vehicle,20692.48,797549,2026-02-27,2027-02-27,Active
P001327,C08665,Life,242994.53,8727886,2025-11-17,2026-11-17,Active
P001328,C06222,Health,39067.82,1368122,2025-11-26,2026-11-26,Active
P001329,C01577,Life,132810.07,6293259,2024-10-07,2025-10-07,Active
P001330,C09392,Life,170637.46,6565326,2024-06-23,2025-06-23,Expired
P001331,C06351,Health,12692.08,813115,2026-03-13,2027-03-13,Active
P001332,C03783,Health,37521.11,1813888,2026-07-11,2027-07-11,Active
P001333,C04375,Life,90762.84,4143696,2022-10-18,2023-10-18,Expired
P001334,C00709,Health,53743.85,1979050,2024-04-02,2025-04-02,Active
P001335,C00510,Life,48979.8,2456225,2021-04-04,2022-04-04,Active
P001336,C02955,Life,87043.47,6077267,2026-05-14,2027-05-14,Active
P001337,C07538,Vehicle,8668.81,339211,2026-03-15,2027-03-15,Expired
P001338,C06339,Life,36849.09,1418336,2024-06-02,2025-06-02,Expired
P001339,C08923,Life,190943.77,6706197,2025-12-16,2026-12-16,Active
P001340,C07064,Health,15265.1,1186477,2020-12-07,2021-12-07,Expired
P001341,C07163,Health,37241.62,1582437,2025-02-16,2026-02-16,Active
P001342,C07372,Life,154563.24,8706923,2021-12-16,2022-12-16,Expired
P001343,C06829,Life,178108.28,6217400,2023-01-28,2024-01-28,Active
P001344,C03616,Life,41012.71,2460891,2025-07-13,2026-07-13,Expired
P001345,C04657,Vehicle,24686.77,990995,2026-04-22,2027-04-22,Active
P001346,C06976,Health,51224.1,1839767,2026-06-22,2027-06-22,Active
P001347,C04351,Health,22300.79,1080176,2025-11-13,2026-11-13,Active
P001348,C00712,Health,13918.8,1071797,2025-03-29,2026-03-29,Active
P001349,C06479,Life,115951.29,9624506,2026-06-27,2027-06-27,Active
P001350,C09130,Life,71180.72,5547499,2022-02-26,2023-02-26,Active
P001351,C08205,Health,13605.87,1013435,2021-10-23,2022-10-23,Active
P001352,C09204,Vehicle,16359.75,866836,2026-02-12,2027-02-12,Active
P001353,C00713,Life,22377.01,1846511,2024-09-21,2025-09-21,Active
P001354,C09113,Vehicle,11749.87,487677,2024-01-09,2025-01-09,Expired
P001355,C01246,Life,189324.65,8479891,2023-11-15,2024-11-15,Active
P001356,C09786,Vehicle,9944.03,859399,2026-08-05,2027-08-05,Expired
P001357,C06849,Health,21364.03,1690740,2025-02-07,2026-02-07,Expired
P001358,C05134,Vehicle,9448.96,791022,2024-07-05,2025-07-05,Active
P001359,C00716,Life,170972.49,8808058,2021-11-19,2022-11-19,Expired
P001360,C03464,Health,27196.22,1793821,2025-02-06,2026-02-06,Active
P001361,C04395,Vehicle,16564.91,997492,2025-09-19,2026-09-19,Expired
P001362,C04569,Life,97345.94,9179005,2024-12-31,2025-12-31,Active
P001363,C08804,Health,39492.67,1467293,2026-07-28,2027-07-28,Active
P001364,C08490,Life,63245.13,3137316,2026-01-25,2027-01-25,Active
P001365,C07702,Health,11964.47,724356,2025-05-15,2026-05-15,Active
P001366,C00213,Health,31082.69,1617248,2021-07-16,2022-07-16,Active
P001367,C09768,Vehicle,11643.3,555528,2025-07-11,2026-07-11,Expired
P001368,C06839,Health,17203.52,1214529,2022-09-28,2023-09-28,Active
P001369,C01011,Life,177242.93,8304023,2026-05-02,2027-05-02,Active
P001370,C00324,Health,20066.36,862986,2024-12-27,2025-12-27,Active
P001371,C05397,Health,45560.66,1704160,2024-09-19,2025-09-19,Active
P001372,C05991,Life,136294.92,6458938,2024-07-28,2025-07-28,Expired
P001373,C03173,Life,88950.93,7808088,2023-05-24,2024-05-24,Active
P001374,C00335,Health,21423.8,1294633,2021-10-31,2022-10-31,Active
P001375,C08306,Health,25191.27,956364,2025-07-04,2026-07-04,Expired
P001376,C02211,Health,48046.66,1834067,2024-11-01,2025-11-01,Active
P001377,C04272,Health,29905.51,1449956,2025-04-07,2026-04-07,Active
P001378,C06741,Health,12847.87,910342,2023-12-10,2024-12-10,Expired
P001379,C00234,Vehicle,17570.78,619343,2026-05-09,2027-05-09,Expired
P001380,C05951,Health,36421.92,1221975,2024-02-24,2025-02-24,Active
P001381,C05738,Life,172945.68,9563491,2021-07-03,2022-07-03,Active
P001382,C07922,Life,201601.68,7194532,2021-05-03,2022-05-03,Expired
P001383,C02349,Life,85688.51,7027124,2021-06-27,2022-06-27,Active
P001384,C02037,Health,33791.4,1405373,2020-09-08,2021-09-08,Active
P001385,C07485,Vehicle,12709.54,701384,2025-12-11,2026-12-11,Active
P001386,C06007,Vehicle,9394.5,481833,2023-04-20,2024-04-20,Active
P001387,C04554,Vehicle,18164.24,677789,2022-11-04,2023-11-04,Active
P001388,C08073,Health,23836.3,1905230,2022-11-20,2023-11-20,Active
P001389,C01459,Vehicle,11016.24,450990,2025-05-08,2026-05-08,Active
P001390,C03289,Health,9176.2,784742,2024-08-05,2025-08-05,Active
P001391,C03065,Life,241114.6,8650891,2025-10-05,2026-10-05,Active
P001392,C09437,Vehicle,12964.05,953523,2025-10-03,2026-10-03,Active
P001393,C00775,Life,151295.33,8550515,2025-07-28,2026-07-28,Active
P001394,C06833,Life,24246.16,1124654,2021-11-04,2022-11-04,Expired
P001395,C00872,Health,23880.63,1552201,2026-05-25,2027-05-25,Expired
P001396,C08750,Life,46162.19,1561397,2025-08-12,2026-08-12,Active
P001397,C01264,Health,15930.12,737322,2025-07-27,2026-07-27,Expired
P001398,C04834,Health,47591.94,1603957,2025-12-08,2026-12-08,Expired
P001399,C03895,Health,30000.87,1475042,2024-09-24,2025-09-24,Active
P001400,C06324,Life,99468.14,5114298,2025-11-22,2026-11-22,Active
P001401,C09213,Health,15718.56,663749,2024-09-12,2025-09-12,Active
P001402,C07020,Health,19741.07,1785636,2020-12-24,2021-12-24,Active
P001403,C01221,Health,28302.19,1483289,2026-01-13,2027-01-13,Expired
P001404,C01447,Health,22016.61,1195235,2024-08-26,2025-08-26,Expired
P001405,C03185,Health,14772.14,1106514,2023-05-13,2024-05-13,Active
P001406,C00409,Health,27918.07,1137682,2022-08-01,2023-08-01,Active
P001407,C04345,Life,192735.31,8938316,2023-08-06,2024-08-06,Active
P001408,C03022,Health,29105.92,1111850,2025-09-13,2026-09-13,Active
P001409,C02304,Vehicle,4845.55,386518,2026-02-27,2027-02-27,Active
P001410,C06272,Health,13012.45,1028589,2026-03-29,2027-03-29,Active
P001411,C08281,Health,13153.81,529785,2025-07-31,2026-07-31,Active
P001412,C06642,Vehicle,10628.92,458477,2025-02-21,2026-02-21,Active
P001413,C06956,Health,29000.68,1969631,2026-04-27,2027-04-27,Active
P001414,C02110,Health,9598.27,569395,2024-01-03,2025-01-03,Active
P001415,C05352,Health,22024.51,823276,2022-10-23,2023-10-23,Active
P001416,C09684,Life,109636.48,7428475,2026-07-22,2027-07-22,Active
P001417,C08344,Vehicle,11232.37,521099,2025-03-18,2026-03-18,Expired
P001418,C04550,Vehicle,14494.26,577238,2026-07-06,2027-07-06,Active
P001419,C01881,Health,26089.37,1336228,2024-03-12,2025-03-12,Active
P001420,C05946,Health,23723.33,1616777,2022-08-15,2023-08-15,Active
P001421,C01738,Life,69755.12,5406118,2023-01-02,2024-01-02,Expired
P001422,C07794,Health,25423.68,1441245,2022-02-26,2023-02-26,Active
P001423,C05213,Life,20168.94,1688161,2024-03-04,2025-03-04,Active
P001424,C03209,Life,183100.5,8244164,2021-07-01,2022-07-01,Active
P001425,C07083,Health,16368.33,1066914,2025-04-18,2026-04-18,Active
P001426,C02056,Health,25379.19,1320308,2022-09-26,2023-09-26,Active
P001427,C01689,Health,41568.69,1909055,2025-12-18,2026-12-18,Active
